license_id,license_start,license_type,business_activity,legal_name,dba_name,address,city,state,zip,community_area,neighborhood,status
3103977,2026-09-18,Limited Business License,Retail Sales of General Merchandise,OLD SKOOL TCG LLC,OLD SKOOL TCG,3032 N MILWAUKEE AVE,CHICAGO,IL,60618,AVONDALE,AVONDALE,AAI
3103982,2026-09-18,Special Event Liquor,Special Event Beer & Wine,PREMIER CATERING & EVENTS LLC,PREMIER CATERING & EVENTS LLC,601 W MONTROSE DR,CHICAGO,IL,60613,UPTOWN,UPTOWN,AAI
3103983,2026-09-18,Peddler License,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",BRYANNA N NORWOOD,BRYANNA N HARRISON,4719 W HARRISON ST 1 1,CHICAGO,IL,60644,AUSTIN,AUSTIN,AAI
3103984,2026-09-18,Special Event Liquor,Special Event Beer & Wine,PREMIER CATERING & EVENTS LLC,PREMIER CATERING & EVENTS LLC,111 N LAKE SHORE DR,CHICAGO,IL,,LOOP,LOOP,AAI
3103985,2026-09-18,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),"CHICAGO EVENT MANAGEMENT, INC.",CHICAGO EVENT MANAGEMENT,110 N WACKER DR,CHICAGO,IL,60606,LOOP,LOOP,AAI
3104014,2026-09-18,Special Event Liquor,"Special Event Beer, Wine & Spirits",EMPTY BOTTLE INC,EMPTY BOTTLE INC.,1035 N WESTERN AVE,CHICAGO,IL,60622,WEST TOWN,UKRAINIAN VILLAGE,AAI
3104017,2026-09-18,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),EMPTY BOTTLE INC,EMPTY BOTTLE INC.,1035 N WESTERN AVE,CHICAGO,IL,60622,WEST TOWN,UKRAINIAN VILLAGE,AAI
3104018,2026-09-18,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),MARIO ALBERTO MALDONADO,CHICAGOMIDWESTMADE,1905 W 19TH ST,CHICAGO,IL,60608,LOWER WEST SIDE,LOWER WEST SIDE,AAI
3104032,2026-09-18,Motor Vehicle Services License,Motor Vehicle Repair - No Engine Work/No Body Work,"TREAD LIGHTLY TIRES, INC.","TREAD LIGHTLY TIRES, INC.",75 E 71ST ST,CHICAGO,IL,60619,GREATER GRAND CROSSING,GRAND CROSSING,AAI
3104033,2026-09-18,Regulated Business License,Home Repair Services,"HI-TEK IRON WORKS, INC.",HI-TEK IRON WORKS,4343 S OAKLEY AVE,CHICAGO,IL,60609,NEW CITY,NEW CITY,AAI
3104040,2026-09-18,Limited Business License,Hair Services | Retail Sales of General Merchandise,CHICKIE CURLS STUDIO LLC,CHICKIE CURLS STUDIO LLC,1007 E 53RD ST,CHICAGO,IL,60615,HYDE PARK,HYDE PARK,AAI
2917819,2026-09-17,Special Event Food,5 Day Single Event - Special Event Food,LOGAN VEGAN LLC,LOGAN VEGAN,2535 N KEDZIE BLVD,CHICAGO,IL,60647,LOGAN SQUARE,LOGAN SQUARE,AAI
3056464,2026-09-17,Children's Services Facility License,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm",SLA MONTROSE LLC,SLA MONTROSE LLC,2910-2924 W MONTROSE AVE 1ST,CHICAGO,IL,60618,ALBANY PARK,ALBANY PARK,AAI
3082493,2026-09-17,Tobacco,Retail Sales of Tobacco Products and Accessories (Less Than 80% Gross Revenue of Business) | Retail Sales of Electronic Cigarettes and Liquid Nicotine Products and Accessories (Under 20% of Gross Revenue of Business),57TH & CHICAGO FOOD MART INC.,57TH & CHICAGO FOOD MART INC.,5756 W CHICAGO AVE 1,CHICAGO,IL,60651,AUSTIN,AUSTIN,AAI
3095367,2026-09-17,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1 N FRANKLIN CAFE LLC,Andis: Cafe and Luncheonette,1 N FRANKLIN ST 1 180,CHICAGO,IL,60606,LOOP,LOOP,AAI
3095912,2026-09-17,Caterer's Liquor License,Catering of Liquor To Events,1 N FRANKLIN CAFE LLC,Andis: Cafe and Luncheonette,1 N FRANKLIN ST 1 180,CHICAGO,IL,60606,LOOP,LOOP,AAI
3096422,2026-09-17,Filling Station,Operation of an Automatic Car Wash | Operation of a Fuel Filling Station | Retail Sales of General Merchandise,GRAHAM ENTERPRISE INC,BP@5210 NW Hwy (GEI-184),5210 N NORTHWEST HWY,CHICAGO,IL,60630,JEFFERSON PARK,JEFFERSON PARK,AAI
3099872,2026-09-17,Retail Food Establishment,Sale of Food Prepared Onsite Without Dining Area,MORRISONS SOUL AND SMOKE LLC,MORRISONS SOUL AND SMOKE LLC,6658 S COTTAGE GROVE AVE,CHICAGO,IL,60637,WOODLAWN,WOODLAWN,AAI
3099947,2026-09-17,Retail Food Establishment,Retail Sales of Fresh Fruits and Vegetables (Leafy and Non Leafy Vegetables) | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods,URBAN CORNER INC.,URBAN CORNER INC.,5311 W CHICAGO AVE 1,CHICAGO,IL,60651,AUSTIN,AUSTIN,AAI
3100075,2026-09-17,Pharmaceutical Representative,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,ZAINAB MUJDRAGIC,ZAINAB MUJDRAGIC,[REDACTED FOR PRIVACY],CHICAGO,IL,60630,ALBANY PARK,ALBANY PARK,AAI
3100103,2026-09-17,Filling Station,Operation of a Fuel Filling Station,"AZ FRESH START, INC.",ADVANCED PETROLEUM,6300 S DAMEN AVE,CHICAGO,IL,60636,WEST ENGLEWOOD,ENGLEWOOD,AAI
3100105,2026-09-17,Retail Food Establishment,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods,"AZ FRESH START, INC.",ADVANCED PETROLEUM,6300 S DAMEN AVE,CHICAGO,IL,60636,WEST ENGLEWOOD,ENGLEWOOD,AAI
3100160,2026-09-17,Regulated Business License,Vacation Rental Building Containing Five or More Dwelling Units For Transient Occupancy,Musa Mian,MIAN Rentals,1515 W MONROE ST 1 105,CHICAGO,IL,60607,NEAR WEST SIDE,WEST LOOP,AAI
3100178,2026-09-17,Limited Business License,Retail Sales of General Merchandise and Non-Perishable Food | Skincare Services,JOYFUL WELLNESS CENTER LLC,JOYFUL WELLNESS CENTER LLC,1733 W IRVING PARK RD 1 1,CHICAGO,IL,60613,LAKE VIEW,LAKE VIEW,AAI
3100204,2026-09-17,Retail Food Establishment,Retail Sales of General Merchandise and Non-Perishable Food | Preparation and Sale of Coffee and/or Drinks,BRIDGE VIEW BREW INC.,BRIDGE VIEW BREW,3008 E 92ND ST,CHICAGO,IL,60617,SOUTH CHICAGO,SOUTH CHICAGO,AAI
3100230,2026-09-17,Wholesale Food Establishment,Engage in Direct Food Sales to Businesses,OAK BARREL CORPORATION,METRO FOODSERVICE CORPORATION,1120 W EXCHANGE AVE A,CHICAGO,IL,60609,NEW CITY,NEW CITY,AAI
3100474,2026-09-17,Limited Business License,Miscellaneous Commercial Services,SHOWCASE SOLUTIONS LLC,SHOWCASE SOLUTIONS LLC,355 GARDENA AVE,RIALTO,CA,92376,,,AAI
3100594,2026-09-17,Limited Business License,Operation of an Administrative Commercial Office,"WALKER-MILLER ENERGY SERVICES, LLC",WALKER-MILLER ENERGY SERVICES,1720 W DIVISION ST 2,CHICAGO,IL,60622,WEST TOWN,WICKER PARK,AAI
3100684,2026-09-17,Limited Business License,Operation of an Administrative Commercial Office,"Workbox 420 N Wabash IL, LLC",Workbox,420 N WABASH AVE 500,CHICAGO,IL,60611,NEAR NORTH SIDE,RIVER NORTH,AAI
3100783,2026-09-17,Limited Business License,Sale of Furniture | Retail Sales of General Merchandise | Retail Sales of Clothing / Accessories / Shoes,AMBER MCCULLOCH LLC,DISCO BIRD VINTAGE,3229 N CLARK ST STO,CHICAGO,IL,60657,LAKE VIEW,LAKE VIEW,AAI
3103870,2026-09-17,Limited Business License,Sales / Rental / Lease of Motorized Vehicles - Outdoor Sales,SAENZ MOTORS INC.,SAENZ MOTORS INC.,4252 S WESTERN AVE,CHICAGO,IL,60609,BRIGHTON PARK,BRIGHTON PARK,AAI
3103932,2026-09-17,Limited Business License,Provide Tax Preparation Services | Provide Business and Management Consulting,"DEVON BUSINESS GROUP, INC.",DEVON BUSINESS GROUP INC,3052 W DEVON AVE 1ST,CHICAGO,IL,60659,WEST RIDGE,WEST RIDGE,AAI
3103933,2026-09-17,Special Event Liquor,Special Event Beer & Wine,"ILLINOIS SPORTSERVICE, INC.",ILLINOIS SPORTSERVIE INC,333 W 35TH ST,CHICAGO,IL,60616,ARMOUR SQUARE,ARMOUR SQUARE,AAI
3103938,2026-09-17,Special Event Food,5 Day Single Event - Special Event Food,"NEW VELLIOTIS, INC.",THE CLARK STREET DOG,3040 N CLARK ST,CHICAGO,IL,60657,LAKE VIEW,LAKE VIEW,AAI
3103940,2026-09-17,Special Event Food,5 Day Single Event - Special Event Food,BRAZILIAN RESTAURANT GROUP INC.,BRAZILIAN RESTAURANT GROUP,3204 N BROADWAY,CHICAGO,IL,60657,LAKE VIEW,BOYSTOWN,AAI
3103949,2026-09-17,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),CHARLES C BRANSFORD,OLIO LINCOLN PARK,2352 N CLARK ST,CHICAGO,IL,60614,LINCOLN PARK,LINCOLN PARK,AAI
3103951,2026-09-17,Regulated Business License,Accounting / Tax Preparation (Home Based Business) | Professional Consulting (Home Based Business),CORNELIA ACCOUNTING SERVICES INC.,CORNELIA ACCOUNTING SERVICES INC.,1616 W CORNELIA AVE 1 3,CHICAGO,IL,60657,LAKE VIEW,LAKE VIEW,AAI
3103955,2026-09-17,Peddler License,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",DANNY CALHOUN JR.,DANNY CALHOUN JR.,4821 DELIVAU DR,CHARLOTTE,NC,28215,,,AAI
3103956,2026-09-17,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),RECIPE LLC DBA CACHE,RECIPE LLC DBA CACHE,9496 MAYFIELD RD,COLLIERVILLE,TN,38017,,,AAI
3074133,2026-09-16,Retail Food Establishment,"Preparation of Food, Coffee or Drinks | Retail Sales of Fresh Fruits and Vegetables (Leafy and Non Leafy Vegetables) | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise",SOLI ON THE FLY LLC,Soli On The Fly,11601 W TOUHY AVE 1 T5 - #564,CHICAGO,IL,60666,OHARE,O'HARE,AAI
3074134,2026-09-16,Package Goods,Retail Sales of Packaged Liquor,SOLI ON THE FLY LLC,Soli On The Fly,11601 W TOUHY AVE 1 T5 - #564,CHICAGO,IL,60666,OHARE,O'HARE,AAI
3091118,2026-09-16,Tobacco,Retail Sales of Flavored Tobacco Products | Retail Sales of Tobacco Products and Accessories (Less Than 80% Gross Revenue of Business) | Retail Sales of Electronic Cigarettes and Liquid Nicotine Products and Accessories (Under 20% of Gross Revenue of Business),ACE FOOD AND TOBACCO INC.,ACE FOOD & TOBACCO,3300 W 63RD ST,CHICAGO,IL,60629,CHICAGO LAWN,CHICAGO LAWN,AAI
3095366,2026-09-16,Retail Food Establishment,Preparation of Food and Dining on Premises With Seating,1 N FRANKLIN CAFE LLC,Andis: Cafe and Luncheonette,1 N FRANKLIN ST 1 180,CHICAGO,IL,60606,LOOP,LOOP,AAI
3095902,2026-09-16,Valet Parking Operator,Valet Parking Operator,LAWRENCE VALET LLC,LAWRENCE VALET,3220-3224 W LAWRENCE AVE,CHICAGO,IL,60625,ALBANY PARK,ALBANY PARK,AAI
3099801,2026-09-16,Retail Food Establishment,Preparation of Food and Dining on Premises With Seating,REIT 10 LLC,Hotel Silversmith,10-16 S WABASH AVE 1-10,CHICAGO,IL,60603,LOOP,LOOP,AAI
3100304,2026-09-16,Shared Kitchen User (Long Term),Shared Kitchen User - Long Term,13 MONTHS OF COFFEE LLC,13 MONTHS OF COFFEE,5901 N SHERIDAN RD 3 K,CHICAGO,IL,60660,EDGEWATER,EDGEWATER,AAI
3100576,2026-09-16,Special Event Liquor,Special Event Beer & Wine,"JERRY'S SANDWICHES LS, LLC","JERRY'S SANDWICHES LS, LLC",4739-43 N LINCOLN AVE,CHICAGO,IL,60625,LINCOLN SQUARE,LINCOLN SQUARE,AAI
3100609,2026-09-16,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),"CHICAGO RUNNING & SPECIAL EVENTS MANAGEMENT, INC.",SPECIAL EVENTS MANAGEMENT,2221 W 43RD ST,CHICAGO,IL,60609,NEW CITY,NEW CITY,AAI
3100636,2026-09-16,Pop-Up Retail User,1-5 Day Retail Pop Up Vendor (Sale of General Merchandise),"NIKE RETAIL SERVICES, INC.","NIKE RETAIL SERVICES, INC.",456 N UNION AVE 1ST,CHICAGO,IL,60654,WEST TOWN,WEST TOWN,AAI
3100779,2026-09-16,Limited Business License,Provide Business and Management Consulting,3050 DEVON INC.,3050 DEVON INC.,3050 W DEVON AVE 1,CHICAGO,IL,60659,WEST RIDGE,WEST RIDGE,AAI
3103863,2026-09-16,Special Event Liquor,"Special Event Beer, Wine & Spirits",MIDDLE BROW BREWPUB LLC,MIDDLE BROW BREWPUB LLC,2002 N MOZART ST,CHICAGO,IL,60647,LOGAN SQUARE,LOGAN SQUARE,AAI
3103864,2026-09-16,Pharmaceutical Representative,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,RYAN HANSEN,RYAN HANSEN,[REDACTED FOR PRIVACY],YORKVILLE,IL,60560,,,AAI
3103877,2026-09-16,Limited Business License,Miscellaneous Personal Services | Provide Event Planning Services / Wedding Planning Services,"FMJX2, LLC",WEST157,332 S MICHIGAN AVE 900,CHICAGO,IL,60604,LOOP,LOOP,AAI
3103882,2026-09-16,Regulated Business License,Other Home Based Businesses,LIANA'S CLEANING SERVICES LLC,LIANA'S CLEANING SERVICES LLC,7516 N RIDGE BLVD 2 2W,CHICAGO,IL,60645,WEST RIDGE,WEST RIDGE,AAI
3103884,2026-09-16,Regulated Business License,Online Sales (Home Based Business),GEO PREMIUM WEAR LLC,GEO PREMIUM WEAR,3340 W FULTON BLVD,CHICAGO,IL,60624,EAST GARFIELD PARK,GARFIELD PARK,AAI
3103899,2026-09-16,Pop-Up Retail User,Sale of General Merchandise at Flea Market 181-365 Consecutive Days,FLOR YESENIA FLORES,FLOR YESENIA FLORES,4100 S ASHLAND AVE,CHICAGO,IL,60609,NEW CITY,NEW CITY,AAI
3103901,2026-09-16,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),LOGAN VEGAN LLC,LOGAN VEGAN LLC,2535 N KEDZIE BLVD,CHICAGO,IL,60647,LOGAN SQUARE,LOGAN SQUARE,AAI
3103921,2026-09-16,Peddler License,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",RAMIRO REYES LOZANO,RAMIRO REYES LOZANO,2637 W 24TH PL BSMT,CHICAGO,IL,60608,SOUTH LAWNDALE,LITTLE VILLAGE,AAI
3103929,2026-09-16,Limited Business License,Hair Services,DR BARBER SHOP LLC,DR BARBERSHOP,3456 N CICERO AVE 1,CHICAGO,IL,60641,PORTAGE PARK,PORTAGE PARK,AAI
3025937,2026-09-15,Tavern,Tavern - Consumption of Liquor on Premises,Latchkey LLC,Hindsight Community Tavern,2016-2020 W IRVING PARK RD,CHICAGO,IL,60618,NORTH CENTER,NORTH CENTER,AAI
3073275,2026-09-15,Shared Kitchen User (Long Term),Shared Kitchen User - Long Term,"ASIANA MANAGEMENT GROUP, INC.",Ace Sushi @The University of Chicago - Tiffin Cafe,1414 E 59TH ST,CHICAGO,IL,60637,HYDE PARK,HYDE PARK,AAI
3078732,2026-09-15,Commercial Garage,Provide 4 or More Parking Spaces For a Fee - Available and Advertised to the Public,SP PLUS LLC,ERIE - ONTARIO SELF PARK,321 E ERIE ST 1ST,CHICAGO,IL,60611,NEAR NORTH SIDE,STREETERVILLE,AAI
3091013,2026-09-15,Shared Kitchen User (Short Term),Shared Kitchen User - Short Term (90 Days or Less - Not Renewable),CASTLE PRESENTS LLC,CASTLE PRESENTS,159 COUNTRYSIDE LN,BEAR,DE,19701,,,AAI
3095369,2026-09-15,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1 N FRANKLIN CAFE LLC,Vue 36,1 N FRANKLIN ST 36,CHICAGO,IL,60606,LOOP,LOOP,AAI
3095927,2026-09-15,Shared Kitchen User (Long Term),Shared Kitchen User - Long Term,"KILLER COFFEE COMPANY, LLC",CALAVERA COFFEE,1001 N NORTH BRANCH ST 3 301,CHICAGO,IL,60642,NEAR NORTH SIDE,RIVER NORTH,AAI
3096397,2026-09-15,Retail Food Establishment,Sale of Food Prepared Onsite With Dining Area,ADAMARIS PIZZERIA LLC,BENNY'S PIZZA,1244 W 18TH ST 1,CHICAGO,IL,60608,LOWER WEST SIDE,LOWER WEST SIDE,AAI
3096460,2026-09-15,Retail Food Establishment,"Preparation of Food, Coffee or Drinks | Retail Sales of Fresh Fruits and Vegetables (Leafy and Non Leafy Vegetables) | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise","7-ELEVEN, INC.",7-Eleven #24329J,5206 N WESTERN AVE 1,CHICAGO,IL,60625,LINCOLN SQUARE,LINCOLN SQUARE,AAI
3099767,2026-09-15,Retail Food Establishment,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise,"RAYS QUICK MART, INC.","RAYS QUICK MART, INC.",415 E 71ST ST,CHICAGO,IL,60619,GREATER GRAND CROSSING,GRAND CROSSING,AAI
3099879,2026-09-15,Retail Food Establishment,"Preparation of Food, Coffee or Drinks | Retail Sales of Fresh Fruits and Vegetables (Leafy and Non Leafy Vegetables) | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise | Sale of Products Infused With CBD",Aarsh Ventures LLC,SHELL,3554 W NORTH AVE,CHICAGO,IL,60647,HUMBOLDT PARK,HUMBOLDT PARK,AAI
3100022,2026-09-15,Retail Food Establishment,Sale of Food Prepared Onsite With Dining Area | Preparation and Sale of Coffee and/or Drinks,ELA GROUP LLC,ELA TAVERNA,1551 N WELLS ST 1,CHICAGO,IL,60610,NEAR NORTH SIDE,OLD TOWN,AAI
3100569,2026-09-15,Special Event Liquor,Special Event Beer & Wine,GERMAN AMERICAN NATIONAL CONGRESS CHAPTER CHICAGO -- NORTH AND D.A.N.K. HOUSE,DANK HAUS GERMAN AMERICAN CULTURAL CENTER,4740 N WESTERN AVE,CHICAGO,IL,60625,LINCOLN SQUARE,LINCOLN SQUARE,AAI
3100632,2026-09-15,Pharmaceutical Representative,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,BHAVIK BRAHMBHATT,BHAVIK BRAHMBHATT,[REDACTED FOR PRIVACY],CANTON,MI,48188,,,AAI
3100638,2026-09-15,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),"CHICAGO RUNNING & SPECIAL EVENTS MANAGEMENT, INC.",SPECIAL EVENTS MANAGEMENT,2221 W 43RD ST 1,CHICAGO,IL,60609,NEW CITY,NEW CITY,AAI
3100674,2026-09-15,Limited Business License,Retail Sales of General Merchandise | Retail Sales of Clothing / Accessories / Shoes,"TOAST US Retail, LLC",TOAST,908 W ARMITAGE AVE 1 STORE,CHICAGO,IL,60614,LINCOLN PARK,LINCOLN PARK,AAI
3100675,2026-09-15,Pharmaceutical Representative,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,WENDY BETUSTAK,WENDY BETUSTAK,[REDACTED FOR PRIVACY],SUGAR GROVE,IL,60554,,,AAI
3100677,2026-09-15,Limited Business License,Retail Sales of Jewelry and Jewelry Repair,"VRAI JEWELRY, LLC","VRAI JEWELRY, LLC",49 E OAK ST 2 E,CHICAGO,IL,60611,NEAR NORTH SIDE,STREETERVILLE,AAI
3100681,2026-09-15,Limited Business License,Provide Home Health Care Services,"GLOBAL HERITAGE HOME HEALTHCARE, INC.,","GLOBAL HERITAGE HOME HEALTHCARE, INC.,",5875 N LINCOLN AVE 226,CHICAGO,IL,60659,WEST RIDGE,WEST RIDGE,AAI
3100686,2026-09-15,Limited Business License,Nail Services,WONDER NAIL SPA 9 INC.,WONDER NAIL SPA,3338 N WESTERN AVE,CHICAGO,IL,60618,NORTH CENTER,NORTH CENTER,AAI
3100687,2026-09-15,Limited Business License,Retail Sales of General Merchandise,SCRATCHPAD CHICAGO LLC,SCRATCHPAD CHICAGO,3324 N CLARK ST,CHICAGO,IL,60657,LAKE VIEW,LAKE VIEW,AAI
3100689,2026-09-15,Pharmaceutical Representative,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,MOHAMMAD KHAN,MOHAMMAD KHAN,[REDACTED FOR PRIVACY],CHICAGO,IL,60605,LOOP,LOOP,AAI
3100747,2026-09-15,Limited Business License,Engage in Wholesale Sales,"PARTS AUTHORITY, LLC","PARTS AUTHORITY, LLC",5080 N KIMBERLY AVE,CHICAGO,IL,60630,ALBANY PARK,ALBANY PARK,AAI
3100750,2026-09-15,Limited Business License,Hair Services,CASA BLANCA 1 HAIR SALON INC,CASA BLANCA HAIR SALON,4549 N KEDZIE AVE 1,CHICAGO,IL,60625,ALBANY PARK,ALBANY PARK,AAI
3100766,2026-09-15,Limited Business License,Retail Sales of Clothing / Accessories / Shoes,"ELEVENTY USA, LLC","ELEVENTY USA, LLC",48 E OAK ST 1,CHICAGO,IL,60611,NEAR NORTH SIDE,GOLD COAST,AAI
3100775,2026-09-15,Special Event Food,180 Day Multiple Events - Special Event Food,SUPERIOR LIMITED PARTNERSHIP,JAKE MELNICK'S CORNER TAP,41 E SUPERIOR ST,CHICAGO,IL,60611,NEAR NORTH SIDE,RIVER NORTH,AAI
3103838,2026-09-15,Regulated Business License,Provide Fitness Classes,EVOLVE RECOVERY & WELLNESS LLC,EVOLVE RECOVERY & WELLNESS,7206 W FOSTER AVE,CHICAGO,IL,60656,NORWOOD PARK,NORWOOD PARK,AAI
3103841,2026-09-15,Limited Business License,Retail Sales of General Merchandise and Non-Perishable Food | Hair Services,HOT ROOTS LLC,Hot Roots,4740 N LINCOLN AVE 10,CHICAGO,IL,60625,LINCOLN SQUARE,LINCOLN SQUARE,AAI
3103843,2026-09-15,Limited Business License,Provide Foot Massage - Fully Clothed/No Disrobing,168 SPA LLC,168 SPA,4628 W LAWRENCE AVE 1 1,CHICAGO,IL,60630,ALBANY PARK,ALBANY PARK,AAI
3103844,2026-09-15,Special Event Liquor,Special Event Beer & Wine,PREMIER CATERING & EVENTS LLC,PREMIER CATERING & EVENTS LLC,1410 S MUSEUM CAMPUS DR,CHICAGO,IL,60605,NEAR SOUTH SIDE,MUSEUM CAMPUS,AAI
3103850,2026-09-15,Regulated Business License,"Dog Walking, Pet Sitting Services (Home Based Business)",CATHERINE M. HALL,A DOG'S BEST FRIEND,1909 W ADDISON ST 2,CHICAGO,IL,60613,NORTH CENTER,NORTH CENTER,AAI
