permit,job_filing,filing_reason,issued,approved,expires,work_type,job_description,estimated_cost,house,street,borough,zip,contractor_license_type,contractor_business,contractor_address,owner_business,owner_city,owner_state,status
M01421245-S3-PL,M01421245-S3,Initial Permit,2026-09-16,2026-09-15,2026-11-10,Plumbing,"OFFICE RENOVATIONS 55C/56M & 56C/57M WORK TO INCLUDE PLUMBING MODIFICATIONS AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",26455,152,WEST 57 STREET,Manhattan,10019,P,A&A PLUMBING CORP,33-25 126TH PLACE,TF CORNERSTONE,,,Permit Issued
M01425092-I1-GC,M01425092-I1,Initial Permit,2026-09-16,2026-09-10,2027-06-30,General Construction,"Interior renovation as per plans filed herewith. No change in use, egress or occupancy.",2276152,320,PARK AVENUE,Manhattan,10022,GC,ICON INTERIORS INC,307 SEVENTH AVENUE,PR,,,Permit Issued
M01425107-I1-MS,M01425107-I1,Initial Permit,2026-09-16,2026-09-11,2027-06-30,Mechanical Systems,Modifications to existing mechanical system as per plans filed herewith.,245000,320,PARK AVENUE,Manhattan,10022,GC,ICON INTERIORS INC,307 SEVENTH AVENUE,PR,,,Permit Issued
M01425117-I1-PL,M01425117-I1,Initial Permit,2026-09-16,2026-09-10,2027-03-13,Plumbing,Modification to Plumbing and Sprinkler Systems as per plans filed herewith.,127000,320,PARK AVENUE,Manhattan,10022,P,GEOFFREY A. LAGAS & ASSOC,630 5TH AVE AVE SB 101,PR,,,Permit Issued
M01425125-I1-ST,M01425125-I1,Initial Permit,2026-09-16,2026-09-03,2027-06-30,Structural,Structural modifications as per plans filed herewith.,58000,320,PARK AVENUE,Manhattan,10022,GC,ICON INTERIORS INC,307 SEVENTH AVENUE,PR,,,Permit Issued
M01426343-S1-PL,M01426343-S1,Initial Permit,2026-09-16,2026-07-29,2027-01-03,Plumbing,Install plumbing fixtures in commercial space,22500,831,WEST 181 STREET,Manhattan,10033,P,EZ RUNER CONSTRUCTION COR,80 RALPH AVENUE,PR,,,Permit Issued
M01426617-S1-MS,M01426617-S1,Initial Permit,2026-09-16,2026-08-25,2027-01-01,Mechanical Systems,"Interior tenant build-out on the 6th floor including installation of new HVAC system and related ductwork/piping. No change in use, egress, or occupancy under this application.",601160,122,5 AVENUE,Manhattan,10011,GC,CROSS MANAGEMENT CORP,8 EAST 40TH STREET.STE 510,BROMLEY COMPANIES,,,Permit Issued
M01428884-I1-MS,M01428884-I1,Initial Permit,2026-09-16,2026-07-30,2026-09-25,Mechanical Systems,Installation of Energy Recovery Ventilator in Basement,25000,297,EAST 3 STREET,Manhattan,10009,GC,UNIVERSAL SERVICES CORP,2337 MCDONALD AVE,Assembly Chrisitian Churches,,,Permit Issued
M01430095-I1-PMM,M01430095-I1,Initial Permit,2026-09-16,2026-09-10,2027-04-01,Protection and Mechanical Methods,"INSTALLATION OF OUTRIGGERS, VERTICAL NETTING FOR ENGINEERED ENCLOSURE, SHORING POSTS & SHORING TOWER AS PER DRAWINGS FILED HEREWITH.",100000,235,EAST 42 STREET,Manhattan,10017,GC,ARSENAL SCAFFOLD INC,95 JERSEY STREET,235 GC LLC,,,Permit Issued
M01430462-I1-GC,M01430462-I1,Initial Permit,2026-09-16,2026-08-25,2026-12-15,General Construction,"Removal and installation of existing non-load bearing partitions and new skylight. No change to occupancy, use or egress.",320000,39,WHITE STREET,Manhattan,10013,GC,F&S CONTRACTING GROUP INC,18-21 126 STREET,39 Tapir LLC,,,Permit Issued
M01430489-I1-GC,M01430489-I1,Initial Permit,2026-09-16,2026-07-24,2026-12-31,General Construction,"AT 27TH FLOOR SOUTH TENANT SPACE AND SHARED CORRIDOR, INSTALLATION OF INTERIOR PARTITIONS AND FINISHES AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",500000,1250,BROADWAY,Manhattan,10001,GC,"STRUCTURE TONE, LLC",330 WEST 34TH STREET,1250 BROADWAY ASSOCIATES LLC,,,Permit Issued
M01430493-I1-MS,M01430493-I1,Initial Permit,2026-09-16,2026-07-30,2026-12-31,Mechanical Systems,"AT 27TH FLOOR SOUTH TENANT SPACE AND SHARED CORRIDOR, ADDITIONS/MODIFICATIONS TO EXISTING MECHANICAL SYSTEM AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY OR EGRESS",30000,1250,BROADWAY,Manhattan,10001,GC,"STRUCTURE TONE, LLC",330 WEST 34TH STREET,1250 BROADWAY ASSOCIATES LLC,,,Permit Issued
M01430495-I1-PL,M01430495-I1,Initial Permit,2026-09-16,2026-07-30,2026-11-10,Plumbing,"AT 27TH FLOOR SOUTH TENANT SPACE AND SHARED CORRIDOR, INSTALLATION OF PLUMBING FIXTURES AND RELATED PIPING AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",20000,1250,BROADWAY,Manhattan,10001,P,A&A PLUMBING CORP,33-25 126TH PLACE,1250 BROADWAY ASSOCIATES LLC,,,Permit Issued
M01431436-I1-SC,M01431436-I1,Initial Permit,2026-09-16,2026-09-15,2026-09-27,Suspended Scaffold,FILE SUSPENDED SCAFFOLD OUTRIGGER SYSTEMS FOR FACADE RESTORATION AND INSPECTION.,0,680,MADISON AVENUE,Manhattan,10065,R,TRIBUTE RESTORATION INC,"231 NORMAN AVENUE, SUITE 206",CARLTON HOUSE,,,Permit Issued
M01432169-I1-ST,M01432169-I1,Initial Permit,2026-09-16,2026-08-31,2027-04-20,Structural,Structural work to include steel to support slab opening and new stair install for Intuit space on 7th floor,249998.2,51,ASTOR PLACE,Manhattan,10003,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR","EDWARD J. MINSKOFF EQUITIES, INC.",,,Permit Issued
M01432833-I1-MS,M01432833-I1,Initial Permit,2026-09-16,2026-09-02,2026-10-31,Mechanical Systems,"REPLACMENT OF 7.5 TON ROOFTOP UNIT. NO CHANGE TO EGRESS, USE, OR OCCUPANCY.",26250,730,COLUMBUS AVENUE,Manhattan,10025,GC,AFGO MECHANICAL SVCS INC,36-14 32ND STREET,EQUITY RESIDENTIAL,,,Permit Issued
M01434905-I1-MS,M01434905-I1,Initial Permit,2026-09-16,2026-08-01,2026-11-12,Mechanical Systems,"Renovation of existing commercial space to install hood system and ductwork system, etc. No change of use, egress or occupancy.",8000,568,WEST 181 STREET,Manhattan,10033,GC,JOHN EVAN CONTRACTING COR,218 E PARK AVE,Cakao Food Corp,,,Permit Issued
M01435350-I1-SG,M01435350-I1,Initial Permit,2026-09-16,2026-09-11,2026-10-31,Sign,"HALO-LIT ILLUMINATED NON-ADVERTISING ACCESSORY SIGNS APPROVED UNDER NYC LANDMARK PRESERVATION COMMISSION DOCKET# LPC-26-11943 - IN PROPERTY LINES - BALLOON MUSEUM. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",3400,96,SOUTH STREET,Manhattan,10038,S,"L.S. SIGN CO., INC",1640 CENTRE STREET,NYC ECONOMIC DEVELOPMENT CORP,,,Permit Issued
M01436077-S2-PL,M01436077-S2,Initial Permit,2026-09-16,2026-09-03,2026-12-31,Plumbing,Plumbing work as shown on plans filed herewith.,27500,500,WEST 18 STREET,Manhattan,10011,P,ACCURATE MECH INDSTRS INC,2060 ANTIN PLACE,,,,Permit Issued
M01436180-S3-PL,M01436180-S3,Initial Permit,2026-09-16,2026-08-27,2027-02-08,Plumbing,"Modification/additions to existing plumbing fixtures and related piping as per plans filed herewith. No change in use, egress or occupancy.",80750,666,3 AVENUE,Manhattan,10017,P,ADVANCED PLUMBING MECH,162 26TH STREET,TISHMAN SPEYER,,,Permit Issued
M01436308-I1-GC,M01436308-I1,Initial Permit,2026-09-16,2026-09-09,2027-07-17,General Construction,"HEREBY FILING FOR A WINDOW REPLACEMENT IN APARTMENT 4C ON THE FOURTH FLOOR. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",17000,680,WASHINGTON STREET,Manhattan,10014,GC,ESPERANZA REMODELING INC,2050 ANTHONY AVENUE SUITE 4G,"AKAM ASSOCIATES, INC.",,,Permit Issued
M01436595-S1-MS,M01436595-S1,Initial Permit,2026-09-16,2026-08-30,2027-01-20,Mechanical Systems,"RELOCATE EXISTING THRU-WALL AC UNITS, EXHAUST LOUVERS AND ASSOCIATED DUCTWORK. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",30160,1185,PARK AVENUE,Manhattan,10128,GC,B & H RESTORATION INC,37-39 9TH STREET,,,,Permit Issued
M01436747-S1-PL,M01436747-S1,Initial Permit,2026-09-16,2026-08-04,2026-11-30,Plumbing,"Subsequent filing for plumbing fixtures replacement as per the plans filed herewith. No change to the use, egress or occupancy.",34000,49,CANAL STREET,Manhattan,10002,P,BELLEROSE PLBG & HTG,142-04 Bayside Ave #9U,Not Applicable,,,Permit Issued
M01437251-S1-PL,M01437251-S1,Initial Permit,2026-09-16,2026-08-24,2026-11-10,Sprinklers,PROVIDE NEW SINK AT WELLNESS ROOM; MODIFICATION TO SPRINKLER HEADS.,18000,560,LEXINGTON AVENUE,Manhattan,10022,P,A&A PLUMBING CORP,33-25 126TH PLACE,RUDIN MANAGEMENT CO INC,,,Permit Issued
M01438585-I1-GC,M01438585-I1,Initial Permit,2026-09-16,2026-09-15,2027-04-20,General Construction,INTERIOR BUILDOUT FOR OFFICE SPACE AS PER PLANS.,17688264,345,HUDSON STREET,Manhattan,10014,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR",Not Applicable,,,Permit Issued
M01439247-I1-MS,M01439247-I1,Initial Permit,2026-09-16,2026-09-01,2027-06-30,Mechanical Systems,Mechanical work on the 6th floor (VHB office relocation) as indicated on drawings.,299914.02,1,PENN PLAZA,Manhattan,10119,GC,ICON INTERIORS INC,307 SEVENTH AVENUE,VORNADO REALTY TRUST,,,Permit Issued
M01439262-I1-SG,M01439262-I1,Initial Permit,2026-09-16,2026-09-16,2026-10-22,Sign,ERECT AN ACCESSORY BUSINESS NON-ILLUMINATED WALL SIGN FOR ZETA CHARTER SCHOOLS,1800,517,WEST 164 STREET,Manhattan,10032,S,SIGNS CAD CORP,1177 E. 178TH STREET,ED,,,Permit Issued
M01440267-I1-EW-SP,M01440267-I1,Initial Permit,2026-09-16,2026-09-11,2027-04-12,Sprinklers,"Modifications to the existing Sprinkler System: Remove (277) existing sprinkler heads, Install (43) new sprinkler heads and associated sprinkler piping on the 40th Floor as per plans (LL Work - Demo.) No change to use, egress or occupancy.",28400,3,BRYANT PARK,Manhattan,10036,F,AGGRESSIVE FIRE PROT LLC,120 BROADWAY,HINES INTERESTS LIMITED PARTNERSHIP,,,Permit Issued
M01441119-S1-PL,M01441119-S1,Initial Permit,2026-09-16,2026-09-08,2027-01-29,Plumbing,"Renovation of unit 10H at 404 East 79th Street, NY, includes reconfiguration of the existing bathroom 02 and replacement of existing toilet in-place at bathroom 01.",20000,404,EAST 79 STREET,Manhattan,10075,P,WF PLUMBING AND HEATING LLC,24-15 45th STREET,,,,Permit Issued
M01441303-I1-GC,M01441303-I1,Initial Permit,2026-09-16,2026-08-17,2026-12-31,General Construction,"AT 27TH FLOOR NORTH TENANT SPACE, INSTALLATION OF INTERIOR PARTITIONS AND FINISHES AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",500000,1250,BROADWAY,Manhattan,10001,GC,"STRUCTURE TONE, LLC",330 WEST 34TH STREET,1250 BROADWAY ASSOCIATES LLC,,,Permit Issued
M01441305-I1-MS,M01441305-I1,Initial Permit,2026-09-16,2026-08-25,2026-12-31,Mechanical Systems,"AT 27TH FLOOR NORTH TENANT SPACE, ADDITIONS/MODIFICATIONS TO EXISTING MECHANICAL SYSTEM AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",30000,1250,BROADWAY,Manhattan,10001,GC,"STRUCTURE TONE, LLC",330 WEST 34TH STREET,1250 BROADWAY ASSOCIATES LLC,,,Permit Issued
M01441385-I1-GC,M01441385-I1,Initial Permit,2026-09-16,2026-09-10,2026-12-31,General Construction,"Install of temp retail & service kiosks, no alt to exist structures for Annual Marketplace at Bryant Park. TPA not required. Producer is responsible to monitor site safety & implement HWAP. All prod equip removed upon event complete",147520,1060,AVENUE OF AMERICAS,Manhattan,10018,GC,BRYANT PARK CORPORATION,"5 BRYANT PARK, 1065 AOTA",BRYANT PARK CORPORATION,,,Permit Issued
M01441405-I1-GC,M01441405-I1,Initial Permit,2026-09-16,2026-09-10,2026-12-31,General Construction,"Install of temp tents, platforms, truss & prod equip, no alt to exist structures for Annual Winter Village at Bryant Park. TPA reqd. Producer responsible to monitor site safety & implement HWAP. All prod equip removed on event complete",75000,1060,AVENUE OF AMERICAS,Manhattan,10018,GC,BRYANT PARK CORPORATION,"5 BRYANT PARK, 1065 AOTA",BRYANT PARK CORPORATION,,,Permit Issued
M01441486-I1-GC,M01441486-I1,Initial Permit,2026-09-16,2026-08-18,2027-05-11,General Construction,HEREBY FILING GENERAL CONSTRUCTION WORK AT 19TH FLOOR UNIT 19A AS PER PLANS.,140005,60,WEST 66 STREET,Manhattan,10023,GC,"R.C.LEGNINI CO., LLC",46 PENNSYLVANIA AVENUE,AS AGENT FOR OWNER,,,Permit Issued
M01442671-I1-GC,M01442671-I1,Initial Permit,2026-09-16,2026-09-15,2027-02-27,General Construction,"MINOR INTERIOR RENOVATION FOR UNIT 1S AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY",22500,1225,PARK AVENUE,Manhattan,10128,GC,L & Z RESTORATION CORP,384 TROUTMAN STREET,PR,,,Permit Issued
M01442770-I1-MS,M01442770-I1,Initial Permit,2026-09-16,2026-09-14,2027-09-16,Mechanical Systems,"New VAV boxes, chilled water fan coil units, ductwork, piping, and controls per new architectural programming and ceilings",1139283.2,277,PARK AVENUE,Manhattan,10172,GC,JT MAGEN & COMPANY INC,"44 WEST 28TH STREET, 11TH FL","277 PARK AVENUE, LLC",,,Permit Issued
M01443392-I1-PL,M01443392-I1,Initial Permit,2026-09-16,2026-09-02,2026-10-31,Plumbing,"Removal of plumbing fixtures and sprinkler heads and installation of temporary heads as per plans filed herewith. No change to use, egress, occupancy",59999.9,11,WALL STREET,Manhattan,10005,P,"PAR PLUMBING CO., INC",101 PARK AVENUE LOWER LOBBY,NEW YORK STOCK EXCHANGE,,,Permit Issued
M01444699-I1-GC,M01444699-I1,Initial Permit,2026-09-16,2026-09-02,2026-10-25,General Construction,"INTERIOR RENOVATION OF 4TH FLOOR APARTMENT, INCLUDING MINOR DEMOLITION AND CONSTRUCTION OF NON LOAD-BEARING PARTITIONS, FINISHES, AND MILLWORK. RELATED PLUMBING FILED SEPARATELY. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",172480,40,EAST 84 STREET,Manhattan,10028,GC,FREEDOM GS INC,3716 55TH STREET,,,,Permit Issued
M01444877-S3-EW-SP,M01444877-S3,Initial Permit,2026-09-16,2026-09-14,2026-12-31,Sprinklers,"Modification/addition to sprinkler system and related piping as shown on drawings. No change in use, egress or occupancy.",9000,767,5 AVENUE,Manhattan,10153,F,SIRINA FIRE PROT CORP,"450 7TH AVENUE, SUITE 506",BOSTON PROPERTIES,,,Permit Issued
M01445183-I1-GC,M01445183-I1,Initial Permit,2026-09-16,2026-09-14,2027-09-16,General Construction,"Interior fit-out, removal and installation of non load bearing partitions as per plans filed herewith- no change in use egress or occupancy",2321000,277,PARK AVENUE,Manhattan,10172,GC,JT MAGEN & COMPANY INC,"44 WEST 28TH STREET, 11TH FL","277 PARK AVENUE, LLC",,,Permit Issued
M01445189-I1-EW-SP,M01445189-I1,Initial Permit,2026-09-16,2026-09-15,2027-03-01,Sprinklers,"Installation of kitchen pantry, 2 ADA restrooms, a wellness room sink, a bottle filler coffee machine. Existing fixtures in core restroom to be replaced in kind. Rough-in piping to remain in core restroom. New installation of sprinklers, br",367330.25,277,PARK AVENUE,Manhattan,10172,F,ABCO-PEERLESS SPRKLR CORP,"389 BROOME STREET, BOX # 2","277 PARK AVENUE, LLC",,,Permit Issued
M01446484-I1-SF,M01446484-I1,Initial Permit,2026-09-16,2026-09-16,2026-11-12,Supported Scaffold,"INSTALLATION OF NEW SIDEWALK SHED WITH PIPE SCAFFOLD AT 112 EAST 98TH STREET, MANHATTAN, AS PER PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,112,EAST 98 STREET,Manhattan,10029,GC,GRG RESTORATION & SOLUTIO,80 TOWNSEND ST,GRG RESTORATION & SOLUTION CORP,,,Permit Issued
M01446484-I1-SH,M01446484-I1,Initial Permit,2026-09-16,2026-09-16,2026-11-12,Supported Scaffold,"INSTALLATION OF NEW SIDEWALK SHED WITH PIPE SCAFFOLD AT 112 EAST 98TH STREET, MANHATTAN, AS PER PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,112,EAST 98 STREET,Manhattan,10029,GC,GRG RESTORATION & SOLUTIO,80 TOWNSEND ST,GRG RESTORATION & SOLUTION CORP,,,Permit Issued
M01447015-S1-PL,M01447015-S1,Initial Permit,2026-09-16,2026-09-03,2026-12-06,Plumbing,"HEREWITH FILING FOR PLUMBING FIXTURES MODIFICATION IN APT. 7A/8A AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",54000,100,BARROW STREET,Manhattan,10014,P,DYNAMIC BLUE WATER MECH,59-15 GRAND AVENUE,,,,Permit Issued
M01448520-I1-MS,M01448520-I1,Initial Permit,2026-09-16,2026-09-15,2026-12-31,Mechanical Systems,"INSTALLATION OF HVAC SYSTEM ON 11TH FLOOR. NO CHANGE IN USE, EGRESS AND OCCUPANCY.",20000,115,WEST 45 STREET,Manhattan,10036,GC,L&L CONSTRUCTION DEVELOP,"169-05 NORTHERN BLVD, 1ST FLR",WINDSOR MANAGEMENT CORP.,,,Permit Issued
M01449535-I1-PL,M01449535-I1,Initial Permit,2026-09-16,2026-09-01,2027-05-01,Plumbing,"Removal of existing plumbing fixtures and associated piping on the 22nd floor (LL Demo + Whitebox) as per plans. No change to use, egress or occupancy.",4000,1325,AVENUE OF THE AMERICAS,Manhattan,10019,P,BEDROCK PLUMBING & HEATING INC,101-14 JAMAICA AVENUE,"PARAMOUNT GROUP, INC.",,,Permit Issued
M01449557-I1-EW-SP,M01449557-I1,Initial Permit,2026-09-16,2026-09-01,2027-02-03,Sprinklers,"Removal of existing sprinkler system with installation of a temporary loop on the 22nd floor (LL Demo + Whitebox) as per plans. No change to use, egress or occupancy.",13999.86,1325,AVENUE OF THE AMERICAS,Manhattan,10019,F,BEDROCK MECHANICAL INC,101-14 JAMAICA AVENUE,"PARAMOUNT GROUP, INC.",,,Permit Issued
M01450655-I1-GC,M01450655-I1,Initial Permit,2026-09-16,2026-09-02,2027-02-05,General Construction,"INTERIOR DEMOLITION OF EXISTING RETAIL SPACE. WORK INCLUDES REMOVAL OF EXISTING NON-LOAD-BEARING INTERIOR PARTITIONS ANDGYPSUM BOARD WALLS ONLY. NO CHANGE OF USE, EGRSS OR OCCUPANCY.",80000,20,PINE STREET,Manhattan,10005,GC,EUROPEAN ELEGANCE LLC,100 CHESTNUT HILL ROAD,950 SECOND AVE LLC,,,Permit Issued
M01450943-I1-GC,M01450943-I1,Initial Permit,2026-09-16,2026-09-14,2027-08-31,General Construction,"Demise one space to make it two as per plans. no change in use, egress or occupancy",108500,280,PARK AVENUE,Manhattan,10017,GC,CLUNE CONSTRUCTION CO LP,"655 THIRD AVENUE, 10TH FLOOR",Not Applicable,,,Permit Issued
M01450978-I1-MS,M01450978-I1,Initial Permit,2026-09-16,2026-09-11,2027-08-31,Mechanical Systems,"Mechanical filing as per plans. No change in use, egress, or occupancy",37000,280,PARK AVENUE,Manhattan,10017,GC,CLUNE CONSTRUCTION CO LP,"655 THIRD AVENUE, 10TH FLOOR",Not Applicable,,,Permit Issued
M01451168-I1-GC,M01451168-I1,Initial Permit,2026-09-16,2026-09-01,2026-11-03,General Construction,"Exterior masonry wall repairs. No change in use, egress or occupancy.",32000,45,WEST 35 STREET,Manhattan,10001,GC,PHOENIX SUTTON STR INC,128 SUTTON STREET,45 WEST HOTEL LP,,,Permit Issued
M01451355-I1-MS,M01451355-I1,Initial Permit,2026-09-16,2026-09-01,2026-12-03,Mechanical Systems,Replacement of existing HVAC Unit for ground floor commercial space. No change to use egress or occupancy under this application.,6000,164,WEST 80 STREET,Manhattan,10024,GC,DELPHI CONSTRUCTION CORP,43-07 23RD AVENUE,Not Applicable,,,Permit Issued
M01453490-I1-MS,M01453490-I1,Initial Permit,2026-09-16,2026-09-11,2026-10-31,Mechanical Systems,"FILING TO CORRECT UNIT MODEL/SERIALS FOR UNITS FILED AND APPROVED UNDER APPLICATION # M01420350-I1. NO CHANGE TO EGRESS, USE, OR OCCUPANCY.",500,330,FIFTH AVENUE,Manhattan,10001,GC,PERFECTAIRE CO INC,124-11 101 AVENUE,SHULSKY PROPERTIES INC.,,,Signed-off
M01454067-I1-GC,M01454067-I1,Initial Permit,2026-09-16,2026-09-14,2027-01-13,General Construction,"HEREWITH FILE MINOR INTERIOR RENOVATION OF DINING ROOM/CLUB ROOM AT CELLAR LEVEL. INCLUDING RELOCATION OF NON BEARING PARTITIONS AS PER PLANS , NO CHANGE OF USE, EGRESS OR OCCCUPANCY",70000,179,SULLIVAN STREET,Manhattan,10012,GC,MKSSKR CONSULTING SERVICE,"41-26 73 STR, APTC43",PR,,,Permit Issued
M01455172-I1-PMM,M01455172-I1,Initial Permit,2026-09-16,2026-09-16,2026-12-31,Protection and Mechanical Methods,"INSTALLATION AND USE OF TEMPORARY SHANTY AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",1000,260,WEST END AVENUE,Manhattan,10023,GC,BREND RESTORATION SRVC,60 BAYARD STREET,ORSID NEW YORK,,,Permit Issued
M01455322-I1-SC,M01455322-I1,Initial Permit,2026-09-16,2026-09-16,2026-09-30,Suspended Scaffold,"OUTRIGGERS SYSTEM INSTALLATION FOR FACADE REPAIRS, NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",0,514,WEST 122 STREET,Manhattan,10027,R,C&C DALEY'S CONST.CORP,890 CONEYISLAND AVENUE,Teachers College,,,Permit Issued
M01457372-I1-GC,M01457372-I1,Initial Permit,2026-09-16,2026-09-10,2027-09-16,General Construction,"FILING TO CORRECT NOTATION UNDER APP. #M01039019-I1, WHICH STATED ANSUL SYSTEM TO BE INSTALLED BY OTHERS. NO ANSUL SYSTEM PROPOSED OR INSTALLED. EXISTING CONDITIONS TO REMAIN. NO NEW WORK, CHANGE OF USE, OCCUPANCY, OR EGRESS UNDER THIS APPL",3000,368,9 AVENUE,Manhattan,10001,GC,KC EXPEDITING INC,2466 HARDING CT,Cushman & Wakefield,,,Signed-off
M01458071-I1-GC,M01458071-I1,Initial Permit,2026-09-16,2026-09-15,2026-12-31,General Construction,Temporary Installations to be used on a temporary event DY Basketball Event. All the Installations are to be removed upon completion of the event.,5000,1,MANHATTAN PLAZA,Manhattan,10007,GC,NYFF EVENTS LLC,"999.SOUTH OYSTER BAY ROAD, STE 307",NYC PARKS,,,Permit Issued
M01458633-S1-SH,M01458633-S1,Initial Permit,2026-09-16,2026-09-15,2026-12-15,Sidewalk Shed,PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2022 CODE. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATIONPROPOSED INSTALLATION O,10000,265,WEST 81 STREET,Manhattan,10024,GC,GEO USA CONSTRUCTION INC,2706 HERING AVENUE,GEO USA CONSTRUCTION INC,,,Permit Issued
M01458633-S2-SF,M01458633-S2,Initial Permit,2026-09-16,2026-09-14,2026-12-20,Supported Scaffold,CONSTRUCTION EQUIPMENT - SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. PIPE SCAFFOLD SHALL COMPLY WITH CHAPTER#33 OF 2022 THE NY BUILDING CODE. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION,10000,265,WEST 81 STREET,Manhattan,10024,GC,GEO USA CONSTRUCTION INC,2706 HERING AVENUE,GEO USA CONSTRUCTION INC,,,Permit Issued
M01458928-I1-GC,M01458928-I1,Initial Permit,2026-09-16,2026-09-15,2026-12-22,General Construction,"Install of temp Inflatables, no alt to exist structures for Scary and the Dancers at Rock Center. A TPA not req. Producer is responsible to monitor site safety & implement HWAP. All prod equip removed upon event completion",5000,30,ROCKEFELLER PLAZA,Manhattan,10112,GC,"WINICK PRODUCTIONS, LLC","250 WEST 103RD STREET, 4C",Not Applicable,,,Permit Issued
M01459012-I1-GC,M01459012-I1,Initial Permit,2026-09-16,2026-09-15,2027-09-16,General Construction,Installation of temporary Inflatable for Aritzia Puffer Jacket. no alt to exist structures. TPA not required. Producer is responsible to monitor site safety. All production equipment removed upon event completion,7500,159,LUDLOW STREET,Manhattan,10002,GC,SPECTRUM.WIDE PRODUCTIONS,487 EAST MAIN STREET,SPECTRUM WIDE PRODUCTIONS,,,Permit Issued
M01459542-I1-SF,M01459542-I1,Initial Permit,2026-09-16,2026-09-16,2027-06-27,Sidewalk Shed,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED AND MEDIUM DUTY PIPE SCAFFOLD AS PER DRAWINGS DURING GENERAL CONSTRUCTION WORK. NO CHANGE IN USE, EGRESS AND OCCUPANCY. SIDEWALK SHED AND PIPE SCAFFOLD TO COMPLY WITH CHAPTER 33 OF THE NYC BUILDING",5000,33,WEST 124 STREET,Manhattan,10027,GC,CONSOLIDATED SCAFFOLDING,20 PARK ROAD,CONSOLIDATED SCAFFOLDING INC.,,,Permit Issued
M01459542-I1-SH,M01459542-I1,Initial Permit,2026-09-16,2026-09-16,2026-12-15,Supported Scaffold,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED AND MEDIUM DUTY PIPE SCAFFOLD AS PER DRAWINGS DURING GENERAL CONSTRUCTION WORK. NO CHANGE IN USE, EGRESS AND OCCUPANCY. SIDEWALK SHED AND PIPE SCAFFOLD TO COMPLY WITH CHAPTER 33 OF THE NYC BUILDING",5000,33,WEST 124 STREET,Manhattan,10027,GC,CONSOLIDATED SCAFFOLDING,20 PARK ROAD,CONSOLIDATED SCAFFOLDING INC.,,,Permit Issued
M01459602-I1-SC,M01459602-I1,Initial Permit,2026-09-16,2026-09-16,2026-10-31,Suspended Scaffold,"INSTALLATION AND USE OF TEMPORARY SUSPENDED SCAFFOLDING EQUIPMENT AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",0,90,MORNINGSIDE DRIVE,Manhattan,10027,R,B&A RESTORATION CONTR.INC,25-21 49TH STREET,B&A RESTORATION CONTRACTORS,,,Permit Issued
M01460133-I1-SF,M01460133-I1,Initial Permit,2026-09-16,2026-09-16,2026-11-03,Supported Scaffold,"PROPOSED INSTALLATION OF TEMPORARY PIPE SCAFFOLD AS PER PLANS. WORK SHALL COMPLY WITH CHAPTER #33 OF 2022 THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",1000,116,EAST 27 STREET,Manhattan,10016,GC,PHOENIX SUTTON STR INC,128 SUTTON STREET,PHOENIX SUTTON STR INC,,,Permit Issued
