permit,job_filing,filing_reason,issued,approved,expires,work_type,job_description,estimated_cost,house,street,borough,zip,contractor_license_type,contractor_business,contractor_address,owner_business,owner_city,owner_state,status
B01407774-I1-SH,B01407774-I1,Initial Permit,2026-09-18,2026-09-18,2026-12-09,Supported Scaffold,"INSTALLATION OF 300 PSF SIDEWALK SHED, PIPE SCAFFOLD AND ENGINEERED ENCLOSURE AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",10000,1595,CANARSIE ROAD,Brooklyn,11236,GC,MC SUPERSTRUCTURE INC,135-53 NORTHERN BLVD #2B,"AMP COMMUNICATIONS, LLC",,,Permit Issued
B01409847-I1-GC,B01409847-I1,Initial Permit,2026-09-18,2026-08-25,2026-12-10,General Construction,APT 2D: MODIFICATION TO INTERIOR PARTITIONS AND FINISHES TO ACCOMMODATE THE APARTMENT RENOVATION IN THE EXSITING BUILDING. No change to use egress or occupancy.,100001.99,39,REMSEN STREET,Brooklyn,11201,GC,SABI CONSTRUCTION USA INC,1662 CROPSEY AVE #A4,,,,Permit Issued
B01412148-I1-GC,B01412148-I1,Initial Permit,2026-09-18,2026-07-31,2027-09-16,General Construction,"INTERIOR RENOVATION OF APARTMENTS 27 & 28B AS SHOWN HEREWITH. NO CHANGES TO EGRESS, OCCUPANCY OR USE.",500000,111,HICKS STREET,Brooklyn,11201,GC,Z S NY IMPROVEMENT CORP,629 68TH STREET,ST. GEORGE TOWER AND GRILL OWNERS C,,,Permit Issued
B01413401-S5-EW-SP,B01413401-S5,Initial Permit,2026-09-18,2026-09-15,2026-12-26,Sprinklers,"DEMO OF EXISTING SPRINKLER MAIN AND INSTALLATION OF SPRINKLER MAIN AND HEADS ON FLOORS 001 THROUGH 005 AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",341910,602,60 STREET,Brooklyn,11220,F,ARCO PLBG AND HTG INC,6717 4TH AVENUE,NYU LANGONE MEDICAL CENTER,,,Permit Issued
B01414564-S2-PL,B01414564-S2,Initial Permit,2026-09-18,2026-09-17,2027-03-16,Plumbing,PL WORK TYPE IN CONJUNCTION W/ GC WORK.,30000,475,EAST 26 STREET,Brooklyn,11226,P,KISHAN PLUMBING INC,106-46 GUY R BREWER BLVD,Not Applicable,,,Permit Issued
B01416972-I1-GC,B01416972-I1,Initial Permit,2026-09-18,2026-08-28,2027-04-22,General Construction,"Facade repairs consisting of stucco repair around windows, cornice repairs, non- structural window profile design replacement, and brick repointing at buildings 6-10 as per plans filed herewith. No change in Use, Egress or Occupancy.",504874.8,560,STATE STREET,Brooklyn,11217,GC,EXINTERIOR LLC,32 PARROTT PLACE,557 ATLANTIC OWNERS LLC,,,Permit Issued
B01417056-S1-PL,B01417056-S1,Initial Permit,2026-09-18,2026-09-18,2027-05-10,Plumbing,PLUMBING WORK IN CONJUNCTION WITH JOB #B01160846-I1.,24000,2338,63 STREET,Brooklyn,11204,P,CATMAN PLUMBING INC,20-11 COLLEGE POINT BLVD,Not Applicable,,,Permit Issued
B01421096-S1-PL,B01421096-S1,Initial Permit,2026-09-18,2026-09-11,2027-02-19,Plumbing,NEW GAS PIPING ASSOCIATED WITH NEW GAS/OIL BOILER AND BURNER REPLACED IN CELLAR ON INTIAIL FILING JOB #B01421096-I1,15000,82,PIERREPONT STREET,Brooklyn,11201,P,PRIMELINE PLUMBING INC.,23-05 27th St,PR,,,Permit Issued
B01425758-I1-GC,B01425758-I1,Initial Permit,2026-09-18,2026-09-10,2026-12-31,General Construction,"Interior remedial work at cellar and 3rd floor. Work includes removal of existing 4X4 wooden post at cellar and infill on the third floor, and finishes as required. No change to use, egress, or occupancy.",10794,230,SAINT JOHNS PLACE,Brooklyn,11217,GC,MLN REAL ESTATE,199 JAVA ST,Fox Management,,,Permit Issued
B01426672-I1-GC,B01426672-I1,Initial Permit,2026-09-18,2026-09-09,2027-08-15,General Construction,INSTALL A NEW EXTERIOR CONVENIENT (ACCESS) SPIRAL STAIR CONNECTING PHD2 TO PHD1 LEVELS UNDER THE SAME OWNERSHIP.,22000,135,OCEANA DRIVE EAST,Brooklyn,11235,GC,AM GROUP 2000 CROP,61-20 GRAND CENTRAL PKWAY B702,,,,Permit Issued
B01430318-I1-PL,B01430318-I1,Initial Permit,2026-09-18,2026-08-11,2027-03-16,Plumbing,"PL WORK TYPE TO RESTORE GAS SERVICE TO EX. COMMERCIAL SPACE AS PER PLANS SUBMITTED HEREWITH. NO CHANGE TO EGRESS, USE OR OCCUPANCY.",42000,1350,SUTTER AVENUE,Brooklyn,11208,P,KISHAN PLUMBING INC,106-46 GUY R BREWER BLVD,Not Applicable,,,Permit Issued
B01436250-I1-GC,B01436250-I1,Initial Permit,2026-09-18,2026-08-18,2027-04-25,General Construction,INTERIOR DEMOLITION FILED IN CONJUNCTION WITH ALTERATION CO FILING #B01295476-I1.,200656,75,CLINTON STREET,Brooklyn,11201,GC,A & E CONSTRUCTION OF NY,25 ATHENA PLACE,Not Applicable,,,Permit Issued
B01436479-I1-SF,B01436479-I1,Initial Permit,2026-09-18,2026-09-11,2027-05-29,Supported Scaffold,"INSTALLATION OF PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CH #33 OF THE NYC CODE 2022. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION.",9000,730,ROGERS AVENUE,Brooklyn,11226,GC,TITAN SERVICES USA INC,10958 134TH ST,TITAN SERVICES USA INC.,,,Permit Issued
B01436932-I1-GC,B01436932-I1,Initial Permit,2026-09-18,2026-08-03,2027-03-01,General Construction,"FACADE REPAIRS AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",226000,400,RUGBY ROAD,Brooklyn,11226,GC,TEAMPRO CONTRACTING CORP,10 NEVADA STREET,MGIK Management,,,Permit Issued
B01436967-I1-GC,B01436967-I1,Initial Permit,2026-09-18,2026-08-20,2026-12-31,General Construction,"Interior renovation of the 1st flr of an existing townhouse, including modifications to the ceiling lighting layout. Relocation of mechanical ducts & proposed exterior deck. Plumbing fixtures. No change in use, egress, or occupancy is invol",390970,198,WINDSOR PLACE,Brooklyn,11215,GC,QUADRANT DEVELOPMENT,1714 STUART STREET,Not Applicable,,,Permit Issued
B01439003-I1-MS,B01439003-I1,Initial Permit,2026-09-18,2026-08-18,2027-05-05,Mechanical Systems,REPLACING HVAC UNIT ON EXISTING DUNNAGE AND OBTAINING USE PERMITS AS PER PLANS.,20000,1078,FULTON STREET,Brooklyn,11238,GC,UNIQUE RESTORATION CONSTR,7227 ROYCE PLACE,PR,,,Permit Issued
B01440157-I1-GC,B01440157-I1,Initial Permit,2026-09-18,2026-09-03,2027-06-16,General Construction,"INTERIOR ALTERATION TO THE EXISTING SPACE(S) AT THE 8TH FLOOR OF THE EXISTING COMMERCIAL/INDUSTRIAL BUILDING. NO CHANGES PROPOSED TO THE EXISTING BULK, USE, OCCUPANCY OR EGRESS OF THE EXISTING BUILDING.",505050,140,58 STREET,Brooklyn,11220,GC,NYCM MANAGEMENT INC,50 QUENTIN ROAD FL 1,NYC ECONOMIC DEVELOPMENT CORP,,,Permit Issued
B01440157-S2-MS,B01440157-S2,Initial Permit,2026-09-18,2026-09-08,2027-06-16,Mechanical Systems,SUBSEQUENT FILING FOR MECHANICAL SYSTEM FOR TENANT BUILD OUT.,108000,140,58 STREET,Brooklyn,11220,GC,NYCM MANAGEMENT INC,50 QUENTIN ROAD FL 1,NYC ECONOMIC DEVELOPMENT CORP,,,Permit Issued
B01442970-S1-PL,B01442970-S1,Initial Permit,2026-09-18,2026-09-04,2027-01-25,Plumbing,"Herewith file plumbing plans to remove and replace plumbing fixtures, filed in conjunction with Doc I1",28000,400,EAST 17 STREET,Brooklyn,11226,P,SUPERB PLUMBING & HEATING,"147 WEST 35TH STREET, SUITE 211",EBMG LLC,,,Permit Issued
B01443918-I1-SC,B01443918-I1,Initial Permit,2026-09-18,2026-09-17,2027-03-01,Suspended Scaffold,Installation of suspended scaffold for facade work or inspection.,0,136,HICKS STREET,Brooklyn,11201,R,SKYLINE RESTORATION INC,49-28 31ST PLACE,R. A. COHEN,,,Permit Issued
B01448850-I1-SL,B01448850-I1,Initial Permit,2026-09-18,2026-09-16,2027-03-12,Solar,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK",126729,1218,FLATBUSH AVENUE,Brooklyn,11226,GC,SOLAR STRING INC,90-45 144TH PLACE,PR,,,Permit Issued
B01449274-I1-GC,B01449274-I1,Initial Permit,2026-09-18,2026-09-16,2026-11-20,General Construction,"INSTALLATION OF AN AWNING WITH BUSINESS NAME (HiSun Market) ON STOREFRONT AT FIRST FLOOR LEVEL OF THE STORE. NO CHANGE IN USE, EGRESS OR OCCUPANCY. NO DISTURBING EXTERIOR WALL.",5600,230,LIVINGSTON STREET,Brooklyn,11201,GC,KORMAN DESIGN & BUILD,"202-18 45TH AVENUE, 2 FLOOR",HiSun Market,,,Permit Issued
B01450578-I1-MS,B01450578-I1,Initial Permit,2026-09-18,2026-09-16,2026-12-31,Mechanical Systems,"PROPOSED REPLACEMENT OF EXIST. OUTDOOR UNITS. MECHANICAL WORK AS PER PLAN. NO CHANGE IN EGRESS, USE OR OCCUPANCY",72000,8021,13 AVENUE,Brooklyn,11228,GC,JC HI TECH INC,1062 39TH STREET,Not Applicable,,,Permit Issued
B01452773-S1-PL,B01452773-S1,Initial Permit,2026-09-18,2026-09-09,2027-05-10,Plumbing,"FILE PLUMBING WORK FOR 1-FAMILY BUILDING WITH NEW/REPLACE/RELOCATED PLUMBING FIXTURES AND GAS APPLIANCES AS PER PLAN. NO CHANGE OF USE, EGRESS, OR OCCUPANCY.",30000,1075,77 STREET,Brooklyn,11228,P,CATMAN PLUMBING INC,20-11 COLLEGE POINT BLVD,Not Applicable,,,Permit Issued
B01456334-S1-PL,B01456334-S1,Initial Permit,2026-09-18,2026-09-16,2027-05-10,Plumbing,"SUBSEQUENT FILING FOR PLUMBING WORK. INSTALL KITCHEN, BATHROOM, & BOILER ROOM. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",62000,742,44 STREET,Brooklyn,11220,P,CATMAN PLUMBING INC,20-11 COLLEGE POINT BLVD,Changler LLC,,,Permit Issued
B01456637-I1-PMM,B01456637-I1,Initial Permit,2026-09-18,2026-09-18,2026-12-09,Protection and Mechanical Methods,INSTALLATION OF ENGINEERED ENCLSOURE SYSTEM AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER # 33 OF THE 2022 CODE. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION.,5000,95,AMITY STREET,Brooklyn,11201,GC,MC SUPERSTRUCTURE INC,135-53 NORTHERN BLVD #2B,PR,,,Permit Issued
B01456739-I1-GC,B01456739-I1,Initial Permit,2026-09-18,2026-09-14,2027-05-13,General Construction,FACADE REPAIR AS PER PLAN.,77600,1201,QUENTIN ROAD,Brooklyn,11229,GC,ABC CONTRACTING AND RESTO,1101T SACKETT AVENUE,Not Applicable,,,Permit Issued
B01456826-I1-SH,B01456826-I1,Initial Permit,2026-09-18,2026-09-18,2026-12-17,Sidewalk Shed,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 LBS PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",5000,24,MONROE PLACE,Brooklyn,11201,GC,NEW AMERICAN CONSTRUCTION,1599 BIRCHWOOD DRIVE,NEW AMERICAN CONSTRUCTION INC,,,Permit Issued
B01456844-I1-SL,B01456844-I1,Initial Permit,2026-09-18,2026-09-11,2027-03-31,Solar,"INSTALLATION OF SOLAR PV SYSTEM. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",41657,261,92 STREET,Brooklyn,11209,GC,BROOKLYN SOLARWORKS LLC,200 6TH STREET SUITE 3G,Not Applicable,,,Permit Issued
B01457968-I1-MS,B01457968-I1,Initial Permit,2026-09-18,2026-09-14,2027-03-08,Mechanical Systems,"INSTALLATION OF REPLACEMENT ROOFTOP HVAC UNIT ON THE ROOF. NO CHANGE IN USE, EGRESS OR OCCUPANCY",16000,147,28 STREET,Brooklyn,11232,GC,COLGATE RESTORATION CORP,147 28 ST,COLGATE RESTORATION,,,Permit Issued
B01458904-S1-PL,B01458904-S1,Initial Permit,2026-09-18,2026-09-17,2027-05-01,Plumbing,"GENERAL RENOVATION OF 2-FAMILY HOUSE WITH NEW PLUMBING FIXTURES AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",6000,658,58 STREET,Brooklyn,11220,P,AMERICAN STANDARD P&H COR,62-49 30TH AVENUE,Not Applicable,,,Permit Issued
